seqno,Q1,Q2,Q3,Q1ÅñQ2ÅñQ3,Q4,Q5_1,Q5_2,Q5_3,Q5SQ,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q8_17,Q8_18,Q8_19,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_15,Q12_16,Q12_17,Q12_18,Q12_19,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13SQ,Q14,Q15,Q16#1,Q16#2,Q16#3,Q16#4,Q16#5,Q16#6,Q16#7,Q16#8,Q17#1,Q17#2,Q17#3,Q17#4,Q17#5,Q17#6,Q17#7,Q17#8,Q17#9,Q17#10,Q17#11,Q17#12,Q17#13,Q17#14,Q17#15,Q17#16,Q17#17,Q17#18,Q17#19,Q17#20,Q18#1,Q18#2,Q18#3,Q18#4,Q18#5,Q18#6,Q18#7,Q18#8,Q18#9,Q18#10,Q18#11,Q18#12,Q18#13,Q19,F1,F2,F3,F4,F3ÅñF4,F5,F6,F7,F8,F9#1,F9#2,F9#3,F9#4,F9#5,F9#6,F9#7,F9#8,F9#9,F9#10,F9#11,F9#12,F9#13,F10,F11,kibo,tiiki
4000604,2,1,1,2,1,8,8,8,8,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,3,1,2,1,3,3,1,3,1,1,1,1,1,1,1,3,2,1,1,1,4,1,3,1,4,2,3,2,3,1,01,01,01,00,01,01,01,00,00,00,01,00,00,00,01,00,00,01,01,1,1,2,2,2,2,3,3,3,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,2,1,07,4,05,04,3,07,88,1,0,0,1,0,1,0,0,0,0,0,0,0,0,6,2,4,06
4000606,2,1,2,3,2,8,8,8,8,1,2,1,1,2,1,2,1,2,1,2,3,1,2,3,2,1,3,2,1,1,1,3,2,2,2,4,3,2,3,1,2,2,2,1,2,1,2,3,1,1,2,2,2,2,1,5,2,2,2,5,1,01,01,01,01,00,01,00,01,00,00,01,00,00,00,01,00,00,01,01,2,1,4,1,1,5,2,3,4,1,4,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,07,4,10,05,2,07,88,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5,2,4,06
4000608,3,2,1,4,2,8,8,8,8,4,2,1,1,1,1,2,1,1,1,2,2,1,1,1,3,2,1,2,1,2,1,3,1,3,3,4,3,1,3,1,1,2,1,1,3,1,1,2,1,1,1,2,1,3,1,3,3,2,2,5,1,01,01,01,00,00,01,00,01,00,00,02,01,00,00,00,01,00,01,00,1,3,1,1,4,2,1,2,5,1,3,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,01,2,88,88,2,12,12,2,8,8,8,8,8,8,8,8,8,8,8,8,8,6,1,4,06
4000609,4,2,4,5,3,8,8,8,8,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,3,3,3,4,2,3,2,2,3,3,2,3,1,1,1,2,1,1,3,3,3,2,3,3,3,3,3,2,01,01,01,01,00,01,01,01,00,00,01,01,00,00,00,00,00,01,00,2,3,2,2,4,2,3,2,3,2,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,07,3,10,02,2,13,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,4,06
4000611,2,1,1,2,3,8,8,8,8,3,3,1,1,2,2,3,3,2,2,2,2,1,2,3,4,4,3,3,2,3,3,4,2,1,1,3,4,2,4,4,2,2,1,2,2,3,2,2,1,1,1,2,3,2,2,4,2,1,2,3,1,01,02,01,01,00,01,01,00,00,01,01,00,00,00,00,00,00,01,00,2,3,3,1,3,2,1,3,3,2,3,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,2,1,05,4,07,04,1,08,88,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,06
4000612,3,2,4,4,3,8,8,8,8,3,2,2,2,1,1,2,2,2,2,2,2,2,1,2,3,2,3,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,3,2,2,1,2,1,00,02,02,01,00,00,00,00,00,00,01,01,00,00,00,00,01,02,00,1,3,2,2,3,2,2,2,1,2,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,06,4,10,05,1,11,09,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5,2,4,06
4000702,2,2,2,1,3,8,8,8,8,3,2,2,1,1,2,1,1,2,1,2,2,2,1,3,2,1,2,1,1,1,3,3,2,4,4,3,3,2,3,2,1,4,3,2,3,2,1,2,2,3,3,3,2,3,2,3,4,3,2,2,1,00,03,00,01,01,01,00,02,00,00,00,01,00,00,01,00,00,00,00,1,2,2,3,4,3,1,1,3,2,3,4,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,3,2,03,5,10,08,3,09,88,2,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,5,06
4000703,2,1,1,2,3,8,8,8,8,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,2,2,2,2,3,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,3,3,2,2,3,2,01,01,01,01,01,01,01,00,00,00,00,01,00,00,01,00,00,01,00,2,3,3,3,1,3,3,3,2,2,2,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,3,2,09,4,10,05,3,08,88,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,5,06
4000704,4,2,3,5,3,8,8,8,8,3,4,2,1,2,3,3,2,2,3,3,3,2,2,3,3,3,4,2,2,3,2,3,2,2,3,3,2,2,3,3,2,3,3,2,3,1,2,3,3,2,3,3,1,2,3,4,2,3,2,3,2,01,01,01,01,00,00,00,00,00,00,01,01,00,01,01,00,00,01,01,3,2,4,3,3,3,2,3,4,2,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,02,4,10,05,3,09,88,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,5,06
4000708,4,2,1,5,3,8,8,8,8,2,2,4,1,1,2,1,2,1,3,2,2,1,2,4,4,1,4,4,2,4,3,4,4,4,2,2,3,2,4,1,1,1,1,1,2,2,3,4,3,2,3,4,4,4,2,4,2,4,2,3,2,00,00,00,00,01,01,01,00,02,00,00,01,00,00,03,00,00,01,00,1,1,2,2,2,4,2,1,3,2,4,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,1,04,4,01,04,4,08,88,2,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,5,06
4000710,2,1,1,2,1,8,8,8,8,3,2,1,1,1,1,2,1,3,3,4,2,2,2,3,2,3,3,2,2,2,2,3,1,3,1,3,3,2,1,2,2,2,3,2,3,2,2,2,2,1,3,3,1,2,2,3,2,2,2,2,1,02,05,01,00,00,00,00,00,00,00,01,00,00,00,00,00,00,01,00,1,3,2,2,3,3,2,2,2,1,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,12,2,88,88,3,03,88,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,5,06
4000711,5,2,4,5,5,6,6,6,2,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,3,3,4,3,2,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,02,03,00,00,00,00,00,00,00,00,05,00,00,00,00,00,00,00,00,6,6,6,6,6,6,6,6,6,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,14,1,88,88,4,13,06,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2,5,06
4000712,2,1,2,3,2,8,8,8,8,3,3,2,2,2,1,2,2,1,3,1,1,1,1,2,2,1,2,1,1,2,3,2,2,1,3,3,3,2,1,3,3,3,3,3,3,2,1,2,2,2,3,3,2,3,3,4,3,3,3,3,2,00,01,01,00,00,01,01,00,00,00,03,00,00,00,01,00,00,02,00,2,3,2,3,2,3,1,3,3,2,3,3,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,01,2,88,88,3,12,14,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,5,06
4100003,3,2,2,4,3,8,8,8,8,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,1,3,1,3,3,3,3,2,2,2,3,3,3,2,3,2,2,3,3,2,2,3,2,3,3,3,3,3,3,4,3,01,01,01,01,00,00,01,01,00,00,01,01,00,00,01,00,00,01,00,1,2,3,2,4,2,4,3,4,2,4,4,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,06,4,10,05,3,08,88,2,8,8,8,8,8,8,8,8,8,8,8,8,8,4,2,2,06
4100006,3,2,2,4,1,8,8,8,8,3,2,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,3,1,1,1,2,1,2,2,1,2,1,2,2,2,2,3,1,05,03,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,1,2,3,2,1,3,1,1,2,1,2,2,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,3,2,11,3,10,02,3,07,88,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,2,06
4100007,3,2,2,4,3,8,8,8,8,3,3,1,1,2,1,3,3,3,3,3,3,1,1,2,3,2,3,3,3,3,3,2,2,2,3,2,3,2,2,2,2,3,3,2,6,3,3,3,6,3,3,2,3,2,3,3,3,2,3,3,3,02,02,02,02,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,1,2,3,3,3,3,3,3,2,2,5,2,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,2,88,88,3,13,09,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,06
4100008,2,1,2,3,2,8,8,8,8,3,2,2,1,1,2,2,1,1,2,3,2,2,1,3,4,4,3,3,2,3,2,1,3,2,2,1,3,2,1,1,1,2,2,2,3,2,2,2,3,2,2,2,3,3,2,3,3,3,3,4,3,01,02,02,00,00,00,01,00,00,00,00,01,00,00,00,00,01,01,01,2,2,3,2,3,2,4,4,2,1,3,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,05,4,10,05,3,08,88,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,06
4100009,5,2,4,5,4,8,8,8,8,4,5,3,1,2,2,3,3,3,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,3,4,4,4,2,2,3,3,3,3,3,6,6,6,6,6,6,2,2,3,3,6,6,6,6,6,6,6,03,04,01,01,00,00,00,00,00,00,00,01,00,00,00,00,00,00,00,2,3,4,6,6,3,6,6,2,2,5,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,10,2,88,88,3,13,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,06
4100010,2,1,1,2,4,8,8,8,8,4,2,4,2,2,2,1,1,2,3,2,3,1,3,2,1,1,2,1,1,1,1,5,2,2,1,5,2,1,5,1,2,2,1,1,1,1,2,5,5,3,1,4,2,2,1,5,2,2,2,5,1,00,01,00,00,00,01,01,00,00,01,02,00,01,01,01,00,01,00,00,1,1,3,1,5,1,1,4,2,1,5,3,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,01,2,88,88,3,12,12,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,06
4100103,2,1,1,2,3,8,8,8,8,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,1,3,2,1,2,2,2,2,1,1,02,02,02,00,00,00,00,01,00,00,01,01,00,00,00,00,00,01,00,1,1,1,1,3,3,1,1,2,1,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,04,3,08,01,4,11,08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,06
4100104,3,1,2,6,2,8,8,8,8,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,3,9,2,2,1,1,2,1,2,3,3,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,01,01,01,00,01,01,00,01,00,00,01,00,00,00,00,00,01,01,01,1,3,2,2,2,3,2,2,1,1,3,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,12,2,88,88,4,13,09,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,06
4100105,3,2,3,4,2,8,8,8,8,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,2,02,03,00,01,00,01,01,00,00,00,00,01,00,00,00,00,00,01,00,1,2,2,2,2,3,2,2,3,1,2,2,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,3,2,10,3,10,02,3,11,08,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,3,06
4100106,3,2,3,4,2,8,8,8,8,3,2,2,2,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,3,3,3,2,2,2,2,4,2,2,2,2,3,2,3,3,3,3,3,2,2,3,3,2,3,2,4,3,2,3,4,2,01,01,02,00,00,01,01,01,00,00,00,01,00,00,00,00,00,01,01,3,3,2,2,2,3,3,2,3,2,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,05,3,10,02,4,11,08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,06
4100107,3,2,2,4,3,8,8,8,8,3,2,1,1,1,1,2,1,2,1,2,2,1,1,1,2,1,2,1,2,1,3,2,2,1,3,2,3,2,1,2,1,2,1,2,3,2,1,1,2,2,3,2,2,2,2,3,4,3,4,3,3,03,03,00,02,00,00,01,00,00,00,01,00,00,00,00,00,00,00,00,2,1,3,3,2,3,3,2,3,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,2,88,88,3,11,09,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,06
4100108,2,1,1,2,2,8,8,8,8,3,2,1,1,2,1,1,1,1,2,2,3,1,2,2,3,3,4,3,1,1,1,3,2,4,3,1,2,2,2,1,2,5,3,2,1,1,1,2,1,2,2,2,2,4,3,5,4,4,3,4,1,01,01,01,01,01,01,00,00,00,00,01,00,00,00,00,00,00,02,01,1,2,2,1,3,3,2,1,3,2,3,3,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,3,2,09,4,01,04,3,08,88,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,2,3,06
4100110,3,2,2,4,2,8,8,8,8,3,3,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,2,2,3,2,1,1,2,2,2,1,1,1,2,2,2,1,2,1,2,1,1,1,2,3,2,2,2,4,2,2,2,3,2,02,02,02,00,00,00,00,00,00,00,02,00,00,00,02,00,00,00,00,1,2,2,1,2,3,2,3,3,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,2,13,2,88,88,4,11,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,06
4100114,4,2,3,5,3,8,8,8,8,3,2,2,2,1,2,3,3,3,3,3,2,2,2,3,3,3,2,1,1,3,3,3,2,2,3,4,4,2,2,2,2,3,2,2,3,2,2,3,2,2,4,4,2,3,2,4,3,2,2,3,1,01,01,02,00,00,01,01,01,00,00,01,01,00,00,01,00,00,00,00,1,3,2,3,3,3,3,2,2,1,4,5,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,05,2,88,88,4,08,88,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,3,06
4100201,2,2,3,1,2,8,8,8,8,3,3,2,2,3,2,2,1,1,3,2,2,1,3,3,3,2,2,3,3,2,2,3,2,2,3,3,4,3,2,2,3,3,2,2,2,2,2,3,2,3,2,3,2,2,2,2,3,2,3,2,2,01,02,01,01,01,02,01,00,00,00,00,00,00,00,01,00,00,00,00,1,3,2,3,3,3,3,3,3,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,12,4,10,05,3,13,07,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,4,06
4100204,5,2,4,5,2,8,8,8,8,3,3,2,2,2,3,3,2,2,2,3,3,2,3,3,3,2,2,3,3,2,1,3,2,3,1,3,3,3,2,3,3,3,3,3,2,2,2,3,3,2,3,3,3,3,4,3,3,4,3,3,2,01,01,01,00,00,01,01,00,01,00,01,00,00,00,01,01,01,00,00,2,3,3,2,3,3,2,2,2,2,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,05,2,88,88,4,10,88,2,8,8,8,8,8,8,8,8,8,8,8,8,8,3,2,4,06
4100205,1,1,2,3,2,8,8,8,8,3,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,3,1,3,2,4,2,2,1,5,1,01,01,01,01,00,00,01,00,00,00,01,00,00,00,01,01,00,01,01,4,2,3,2,2,3,3,2,3,2,2,3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,08,4,10,05,3,03,88,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,4,06
4100206,3,2,1,4,3,8,8,8,8,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,3,1,4,2,1,1,1,2,2,3,3,3,2,2,2,2,2,2,1,2,3,1,4,3,4,4,4,3,3,2,01,01,01,01,00,01,01,01,01,00,00,01,00,00,00,00,00,01,00,1,1,2,2,2,2,2,1,3,2,3,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,01,2,88,88,4,12,12,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,4,06
4100209,2,1,1,2,1,8,8,8,8,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,2,2,3,1,01,01,01,01,01,01,01,01,00,00,00,00,00,00,01,00,00,01,00,1,1,1,1,1,3,1,3,2,2,2,2,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,3,1,13,4,10,05,2,13,08,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,4,06
4100210,4,2,3,5,3,8,8,8,8,2,3,1,1,1,2,3,3,2,1,3,3,1,1,2,3,3,2,3,1,2,3,2,1,1,3,2,2,1,1,1,1,3,2,3,3,3,2,1,3,2,3,3,2,2,1,3,3,2,2,2,1,01,01,01,01,00,00,01,01,00,00,01,01,00,00,00,00,00,01,01,1,1,2,2,3,3,4,3,3,2,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,05,1,88,88,4,10,88,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,4,06
4100212,3,2,2,4,2,8,8,8,8,3,3,1,1,2,2,2,2,2,1,1,1,1,1,1,3,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,3,2,2,2,3,1,01,01,01,00,00,01,01,01,00,00,01,00,00,00,01,00,01,01,00,1,3,1,3,3,3,3,3,3,2,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,3,2,08,2,88,88,3,10,88,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,4,06
4100213,1,1,2,3,3,8,8,8,8,4,4,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,3,1,5,4,5,1,3,5,2,5,2,1,1,1,1,3,1,5,5,5,5,3,5,3,2,2,5,2,4,5,5,1,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,5,3,2,2,1,4,2,4,5,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,07,2,88,88,4,05,88,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,2,4,06
4200000,3,2,2,4,3,8,8,8,8,3,3,1,1,3,2,3,2,2,3,4,4,2,2,4,4,2,4,4,3,3,3,3,2,3,3,3,3,2,3,2,2,3,2,2,3,2,3,3,3,3,3,3,2,3,2,4,3,3,3,4,2,02,01,01,00,00,01,00,01,00,00,01,01,01,00,01,00,00,00,00,2,3,3,4,2,4,2,3,4,2,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,08,3,10,02,3,03,88,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,2,2,06
4200001,5,2,4,5,4,8,8,8,8,4,4,1,2,2,3,3,3,2,3,3,3,2,2,3,4,3,3,4,2,3,2,3,2,3,3,3,3,2,3,2,2,3,2,3,3,2,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,02,01,01,01,00,00,01,01,00,00,01,01,00,00,00,00,00,01,00,2,3,3,3,2,4,3,3,3,2,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,1,88,88,3,11,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,2,06
4200006,5,2,3,5,4,8,8,8,8,4,4,1,1,2,2,3,2,3,3,3,3,2,2,3,4,3,3,3,3,3,2,3,2,3,3,3,3,2,3,2,2,3,2,2,3,2,3,3,3,3,2,3,2,3,2,3,3,3,3,3,2,03,01,01,00,00,01,00,00,00,00,01,01,00,00,00,00,01,01,00,2,3,3,3,3,3,3,3,3,2,4,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,14,2,88,88,3,11,09,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,2,2,06
4200008,1,1,1,2,2,8,8,8,8,3,3,2,2,2,2,2,2,2,3,2,3,2,2,3,3,3,2,3,3,2,3,4,2,3,2,3,3,2,3,2,2,2,2,2,3,2,3,3,2,2,2,3,2,3,2,4,3,3,2,4,2,01,01,01,01,00,01,01,00,01,00,00,00,00,00,00,01,00,01,01,2,3,3,2,3,3,2,2,3,2,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,3,1,10,4,01,04,1,03,88,1,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,2,06
4200010,4,2,3,5,4,8,8,8,8,4,4,1,1,2,2,3,2,3,2,2,2,1,1,3,3,2,2,3,2,2,2,3,2,3,2,3,3,1,3,2,2,2,2,2,2,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,2,02,02,01,00,00,00,01,00,00,00,01,01,00,00,01,00,00,01,00,2,3,3,3,3,2,2,2,3,2,4,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,13,1,88,88,3,11,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,06
